Month,Day,WeekDay,Hour,Minute,Occupancy
3,6,1,5,16,Empty
1,30,1,16,38,Occupied
1,30,1,16,54,Empty
1,30,1,17,39,Occupied
1,23,1,6,53,Empty
1,23,1,8,23,Empty
1,23,1,8,42,Empty
3,1,3,8,48,Empty
3,1,3,9,30,Empty
1,22,0,7,30,Empty
2,12,0,14,55,Empty
1,27,5,12,16,Empty
3,2,4,20,18,Occupied
3,2,4,20,36,Empty
3,2,4,22,23,Empty
2,16,4,7,57,Empty
2,16,4,8,15,Empty
2,16,4,9,4,Empty
2,16,4,9,46,Empty
2,16,4,10,38,Empty
1,27,5,20,36,Empty
1,27,5,21,7,Empty
1,27,5,22,5,Empty
1,27,5,23,8,Empty
1,27,5,23,36,Empty
1,27,5,23,43,Empty
2,6,1,18,3,Empty
2,6,1,18,19,Occupied
2,6,1,18,43,Empty
2,6,1,20,48,Occupied
2,6,1,21,49,Empty
2,24,5,12,39,Empty
2,24,5,12,51,Empty
1,13,5,15,46,Empty
1,13,5,15,59,Empty
2,23,4,10,29,Occupied
2,23,4,11,14,Empty
2,23,4,11,39,Empty
1,19,4,18,6,Empty
1,19,4,18,12,Empty
1,19,4,18,39,Empty
1,30,1,8,46,Empty
1,30,1,9,4,Empty
2,23,4,15,25,Empty
1,23,1,18,21,Occupied
1,23,1,20,12,Empty
1,24,2,8,9,Empty
1,24,2,8,26,Empty
2,15,3,0,0,Empty
2,15,3,1,17,Empty
2,23,4,6,36,Empty
2,10,5,23,37,Occupied
2,10,5,23,59,Occupied
2,11,6,0,59,Empty
2,11,6,2,39,Empty
1,29,0,6,4,Empty
2,15,3,9,50,Empty
2,15,3,10,33,Empty
2,7,2,23,15,Empty
2,7,2,23,21,Empty
2,7,2,23,33,Empty
2,7,2,23,45,Empty
2,8,3,1,1,Occupied
2,8,3,1,11,Occupied
2,8,3,1,41,Empty
2,8,3,2,33,Empty
2,8,3,3,55,Empty
1,29,0,12,35,Empty
1,29,0,12,47,Empty
3,15,3,15,34,Empty
3,1,3,22,53,Empty
3,2,4,0,31,Empty
3,5,0,17,38,Occupied
2,17,5,10,4,Empty
2,22,3,14,57,Occupied
2,22,3,16,35,Occupied
2,22,3,16,46,Occupied
2,22,3,16,57,Occupied
2,22,3,17,9,Occupied
2,16,4,7,51,Empty
3,15,3,23,50,Occupied
3,16,4,0,2,Occupied
2,10,5,3,6,Empty
2,10,5,3,12,Empty
2,10,5,3,18,Empty
2,10,5,3,31,Empty
2,10,5,3,38,Empty
2,10,5,4,3,Empty
2,10,5,4,41,Empty
2,13,1,6,49,Occupied
2,13,1,10,1,Empty
1,26,4,13,19,Occupied
2,12,0,14,43,Occupied
2,12,0,15,7,Empty
2,15,3,19,12,Empty
3,16,4,6,28,Empty
3,16,4,6,53,Empty
1,28,6,14,29,Empty
1,28,6,15,27,Occupied
1,15,0,20,14,Empty
1,15,0,22,13,Empty
1,15,0,22,38,Empty
1,15,0,23,2,Empty
1,16,1,1,11,Empty
1,16,1,1,47,Empty
1,23,1,15,58,Occupied
1,23,1,16,9,Occupied
1,23,1,16,59,Occupied
1,23,1,19,13,Empty
2,23,4,13,39,Occupied
1,24,2,2,7,Empty
1,29,0,18,52,Empty
1,29,0,20,41,Empty
1,29,0,21,41,Empty
3,4,6,0,10,Empty
3,4,6,0,59,Occupied
3,4,6,1,44,Empty
3,4,6,1,53,Empty
3,4,6,2,30,Empty
2,22,3,16,30,Occupied
2,22,3,18,20,Empty
2,22,3,19,24,Empty
2,22,3,20,24,Empty
2,22,3,20,40,Occupied
2,12,0,15,13,Empty
3,3,5,1,6,Empty
3,3,5,1,30,Empty
3,3,5,3,25,Empty
3,3,5,4,27,Empty
2,16,4,4,25,Empty
3,6,1,16,46,Occupied
2,10,5,9,26,Empty
2,10,5,9,50,Empty
2,10,5,10,19,Occupied
2,10,5,11,59,Empty
2,23,4,5,48,Empty
2,23,4,6,42,Empty
2,8,3,13,24,Empty
2,8,3,14,0,Empty
1,20,5,16,48,Empty
1,20,5,17,0,Empty
1,20,5,17,6,Empty
2,8,3,12,17,Empty
2,8,3,13,30,Empty
3,4,6,14,47,Empty
3,16,4,0,7,Occupied
2,23,4,20,9,Occupied
2,23,4,21,0,Occupied
2,23,4,22,10,Empty
2,23,4,23,49,Empty
3,1,3,21,35,Empty
3,1,3,21,47,Empty
3,2,4,0,8,Occupied
3,15,3,9,15,Empty
3,15,3,9,33,Empty
2,17,5,1,16,Empty
2,17,5,1,23,Empty
2,17,5,2,17,Empty
2,17,5,3,36,Occupied
2,17,5,3,42,Occupied
2,17,5,4,43,Empty
2,8,3,20,59,Occupied
2,8,3,22,19,Empty
2,8,3,22,37,Empty
2,8,3,22,47,Occupied
1,28,6,1,50,Empty
1,28,6,2,12,Empty
1,28,6,2,26,Empty
1,28,6,3,28,Empty
1,22,0,5,52,Empty
1,22,0,6,0,Empty
2,23,4,17,51,Empty
2,14,2,21,28,Empty
2,14,2,21,34,Empty
1,29,0,20,28,Empty
1,29,0,21,30,Empty
1,29,0,22,11,Empty
1,29,0,22,47,Empty
3,5,0,16,46,Empty
3,5,0,17,21,Empty
3,5,0,18,25,Empty
3,5,0,18,51,Empty
3,5,0,20,52,Empty
1,14,6,16,42,Empty
2,15,3,12,32,Empty
2,15,3,12,56,Empty
1,30,1,12,18,Empty
1,30,1,13,13,Empty
3,1,3,9,12,Empty
3,1,3,10,13,Empty
1,7,6,16,31,Empty
1,7,6,18,7,Empty
1,7,6,22,27,Empty
3,1,3,18,27,Occupied
3,1,3,20,56,Occupied
1,29,0,13,56,Occupied
1,29,0,14,2,Occupied
1,12,4,18,58,Empty
1,12,4,19,4,Occupied
1,12,4,19,9,Occupied
1,12,4,19,20,Empty
1,12,4,19,59,Occupied
1,21,6,1,37,Occupied
1,21,6,2,8,Empty
1,21,6,3,27,Occupied
3,4,6,5,3,Empty
2,16,4,20,19,Occupied
1,15,0,11,32,Empty
1,15,0,12,20,Occupied
1,15,0,12,48,Empty
1,15,0,14,0,Empty
1,15,0,14,12,Empty
1,15,0,14,24,Empty
1,26,4,13,8,Occupied
1,26,4,13,40,Occupied
1,26,4,13,45,Occupied
1,26,4,13,50,Occupied
2,12,0,20,21,Occupied
2,12,0,20,42,Occupied
1,30,1,0,29,Empty
1,30,1,1,36,Empty
2,9,4,23,41,Occupied
2,10,5,1,56,Occupied
1,29,0,12,11,Empty
1,29,0,13,5,Empty
1,29,0,13,11,Occupied
1,14,6,0,49,Empty
1,14,6,1,1,Empty
1,14,6,1,13,Empty
3,15,3,8,2,Empty
3,15,3,9,3,Empty
3,5,0,8,50,Empty
1,13,5,1,41,Empty
3,15,3,5,53,Empty
3,15,3,6,1,Empty
3,2,4,1,32,Empty
3,2,4,3,1,Empty
3,16,4,7,41,Empty
1,5,4,19,33,Empty
1,5,4,20,27,Occupied
1,5,4,21,26,Empty
3,15,3,12,57,Empty
2,9,4,6,48,Empty
3,6,1,16,3,Empty
3,6,1,16,20,Empty
3,1,3,3,15,Empty
3,1,3,4,21,Empty
3,1,3,4,39,Empty
3,5,0,13,12,Empty
1,15,0,2,56,Empty
1,15,0,3,10,Empty
1,15,0,4,56,Empty
1,14,6,15,15,Occupied
1,14,6,16,3,Occupied
3,14,2,21,6,Empty
3,15,3,21,36,Occupied
2,15,3,4,4,Empty
2,15,3,4,16,Empty
2,7,2,0,51,Empty
2,7,2,1,50,Empty
2,7,2,3,5,Empty
2,7,2,3,27,Empty
2,7,2,3,49,Empty
3,4,6,11,10,Empty
1,27,5,4,9,Empty
1,27,5,4,34,Empty
1,27,5,5,53,Empty
2,14,2,8,54,Empty
1,12,4,18,41,Occupied
1,12,4,20,17,Occupied
1,12,4,20,34,Empty
2,28,2,9,18,Empty
3,16,4,6,41,Empty
2,9,4,16,20,Occupied
2,9,4,17,19,Empty
2,9,4,17,37,Occupied
2,9,4,17,59,Occupied
2,9,4,18,36,Occupied
2,9,4,19,20,Occupied
2,9,4,19,55,Empty
2,9,4,20,1,Empty
2,23,4,2,7,Empty
2,23,4,3,15,Empty
2,23,4,4,22,Empty
1,6,5,11,57,Empty
1,6,5,12,15,Empty
1,6,5,14,16,Empty
1,6,5,14,22,Empty
1,6,5,15,17,Empty
1,6,5,17,18,Empty
1,6,5,17,55,Empty
2,13,1,1,43,Occupied
2,13,1,2,30,Occupied
3,5,0,7,19,Empty
1,29,0,8,57,Empty
1,13,5,18,19,Empty
1,13,5,18,34,Empty
1,13,5,20,17,Occupied
2,10,5,9,19,Empty
2,10,5,9,38,Empty
2,10,5,10,59,Empty
2,10,5,11,5,Occupied
1,5,4,18,34,Empty
1,5,4,19,46,Empty
1,5,4,21,2,Empty
1,5,4,21,8,Empty
3,6,1,12,34,Empty
2,16,4,5,51,Empty
3,5,0,23,20,Occupied
3,5,0,23,25,Occupied
3,5,0,23,50,Occupied
3,6,1,0,2,Occupied
3,6,1,0,12,Occupied
3,6,1,0,24,Occupied
3,6,1,0,30,Empty
1,22,0,16,15,Empty
1,13,5,16,5,Empty
1,13,5,16,17,Empty
1,13,5,16,47,Empty
2,22,3,15,19,Empty
2,11,6,7,21,Empty
2,13,1,16,9,Empty
2,11,6,7,52,Empty
2,10,5,19,15,Occupied
2,10,5,20,15,Occupied
2,10,5,20,48,Occupied
2,10,5,21,14,Occupied
2,10,5,21,41,Occupied
2,10,5,22,4,Occupied
2,10,5,22,14,Occupied
2,11,6,13,32,Empty
3,16,4,4,14,Empty
3,16,4,4,26,Empty
1,20,5,22,0,Empty
1,21,6,0,12,Empty
1,13,5,8,49,Empty
1,13,5,9,38,Empty
1,13,5,9,49,Empty
1,13,5,10,37,Empty
1,13,5,10,55,Empty
1,13,5,11,43,Occupied
2,27,1,15,24,Empty
2,27,1,15,48,Empty
3,3,5,10,2,Empty
1,30,1,9,10,Empty
2,10,5,7,36,Empty
2,10,5,7,55,Empty
2,27,1,17,37,Empty
2,28,2,11,56,Empty
1,29,0,10,29,Occupied
1,29,0,11,5,Empty
2,11,6,6,57,Empty
2,11,6,7,46,Empty
3,6,1,14,10,Occupied
2,6,1,13,53,Occupied
1,22,0,17,10,Empty
1,22,0,17,18,Empty
1,22,0,17,52,Occupied
1,22,0,18,14,Occupied
1,22,0,18,38,Empty
1,22,0,20,28,Empty
3,2,4,6,20,Empty
3,2,4,8,4,Empty
2,15,3,14,43,Empty
2,15,3,15,6,Occupied
2,15,3,16,10,Occupied
3,2,4,6,51,Empty
2,24,5,16,24,Empty
2,24,5,13,20,Occupied
2,24,5,13,38,Empty
3,1,3,15,8,Empty
3,1,3,15,20,Empty
3,1,3,15,26,Empty
3,1,3,15,32,Empty
2,16,4,4,3,Empty
3,2,4,5,21,Empty
2,24,5,17,24,Empty
2,24,5,17,35,Empty
2,24,5,17,54,Empty
2,24,5,19,40,Occupied
2,24,5,20,40,Empty
2,24,5,20,56,Occupied
2,24,5,21,25,Occupied
3,1,3,4,3,Empty
2,22,3,17,41,Occupied
2,22,3,17,52,Occupied
2,22,3,18,36,Occupied
2,27,1,19,14,Empty
2,27,1,19,26,Empty
2,27,1,20,2,Empty
2,27,1,20,16,Empty
2,24,5,8,17,Empty
2,24,5,8,54,Empty
2,24,5,9,0,Empty
1,12,4,18,5,Empty
1,12,4,18,11,Empty
1,14,6,6,5,Empty
2,24,5,8,42,Empty
2,24,5,9,12,Empty
2,24,5,9,30,Empty
1,29,0,3,10,Empty
1,29,0,3,17,Empty
1,29,0,5,16,Empty
2,28,2,16,21,Empty
2,28,2,16,45,Empty
2,28,2,16,51,Empty
2,11,6,3,8,Empty
1,7,6,11,46,Empty
1,7,6,12,53,Empty
1,7,6,17,7,Empty
1,7,6,17,25,Empty
1,7,6,17,32,Empty
1,7,6,17,43,Empty
1,7,6,18,56,Empty
1,7,6,19,26,Empty
1,7,6,0,0,Empty
1,7,6,1,0,Empty
1,7,6,1,13,Empty
1,7,6,7,7,Empty
1,7,6,7,37,Empty
1,7,6,8,20,Empty
3,6,1,3,5,Empty
1,23,1,3,54,Empty
1,23,1,6,17,Empty
1,23,1,6,26,Empty
1,19,4,12,46,Empty
1,19,4,12,52,Empty
1,19,4,13,22,Empty
1,19,4,15,36,Empty
3,2,4,7,34,Empty
3,2,4,9,41,Empty
3,2,4,9,52,Occupied
3,2,4,10,21,Empty
3,2,4,10,56,Empty
3,2,4,11,2,Empty
1,5,4,11,40,Occupied
1,5,4,11,46,Empty
1,5,4,12,18,Empty
1,5,4,12,24,Empty
2,28,2,12,56,Empty
2,28,2,13,8,Empty
2,28,2,13,20,Empty
1,29,0,16,9,Occupied
1,29,0,16,14,Occupied
1,29,0,16,25,Occupied
1,6,5,17,36,Empty
1,6,5,18,19,Empty
1,6,5,19,13,Empty
1,6,5,20,1,Empty
1,6,5,20,6,Occupied
1,6,5,21,5,Occupied
2,16,4,5,20,Empty
2,16,4,5,28,Empty
2,16,4,5,43,Empty
2,10,5,0,18,Occupied
2,10,5,0,23,Occupied
2,10,5,0,40,Occupied
2,10,5,1,6,Occupied
2,10,5,1,34,Occupied
2,15,3,17,19,Occupied
2,15,3,18,36,Empty
2,15,3,19,23,Empty
2,15,3,19,29,Empty
2,7,2,2,43,Empty
2,7,2,2,57,Empty
2,7,2,3,12,Empty
2,7,2,5,32,Empty
3,15,3,17,4,Empty
3,15,3,17,34,Empty
1,13,5,12,43,Empty
1,13,5,13,37,Empty
1,13,5,14,0,Occupied
1,13,5,14,18,Empty
2,10,5,9,56,Empty
2,10,5,10,8,Empty
2,15,3,4,40,Empty
2,9,4,22,29,Occupied
2,9,4,22,54,Occupied
2,9,4,23,36,Occupied
2,10,5,0,7,Occupied
2,10,5,0,46,Occupied
2,10,5,1,23,Occupied
2,10,5,1,51,Occupied
1,20,5,2,1,Empty
1,20,5,2,17,Empty
1,20,5,4,31,Empty
2,14,2,6,54,Empty
1,14,6,17,29,Occupied
1,14,6,18,45,Empty
1,14,6,19,28,Empty
1,14,6,19,58,Empty
1,6,5,23,24,Empty
1,7,6,0,23,Empty
2,9,4,21,10,Occupied
2,9,4,21,31,Occupied
2,9,4,22,2,Occupied
2,9,4,23,5,Occupied
2,9,4,15,9,Empty
2,9,4,17,43,Occupied
2,9,4,18,25,Occupied
2,22,3,19,4,Empty
2,22,3,19,11,Empty
2,22,3,21,15,Empty
2,22,3,21,52,Empty
1,29,0,16,4,Occupied
1,29,0,16,19,Occupied
1,29,0,16,30,Occupied
1,29,0,16,36,Empty
1,29,0,18,18,Occupied
2,24,5,10,13,Empty
2,11,6,7,58,Empty
2,11,6,8,40,Empty
1,6,5,15,41,Empty
1,6,5,15,59,Empty
2,6,1,14,20,Occupied
2,6,1,14,41,Occupied
1,19,4,23,36,Empty
1,19,4,23,47,Occupied
1,19,4,23,53,Empty
1,20,5,0,8,Empty
2,16,4,18,9,Empty
3,1,3,5,16,Empty
3,1,3,5,28,Empty
3,1,3,7,11,Empty
2,15,3,20,43,Occupied
2,15,3,20,48,Occupied
2,15,3,22,9,Occupied
2,15,3,22,15,Empty
2,15,3,22,21,Empty
2,16,4,0,3,Occupied
2,16,4,0,21,Empty
2,12,0,18,20,Occupied
2,12,0,19,8,Empty
2,12,0,19,53,Occupied
3,4,6,17,10,Empty
2,7,2,13,38,Empty
2,7,2,13,50,Empty
2,7,2,13,56,Occupied
2,7,2,14,2,Empty
2,7,2,14,31,Empty
3,1,3,14,13,Empty
2,27,1,17,0,Empty
3,4,6,4,9,Empty
3,4,6,4,27,Empty
3,4,6,5,56,Empty
3,6,1,10,20,Empty
1,29,0,14,53,Empty
3,5,0,11,51,Empty
2,16,4,20,30,Empty
2,16,4,20,51,Occupied
2,16,4,21,19,Occupied
2,16,4,21,58,Empty
2,16,4,22,35,Empty
3,4,6,10,21,Empty
1,26,4,21,7,Occupied
3,5,0,15,51,Empty
1,23,1,14,46,Empty
1,23,1,15,1,Occupied
1,29,0,1,39,Empty
1,29,0,2,21,Empty
3,2,4,6,57,Empty
3,2,4,7,16,Empty
3,2,4,7,46,Empty
3,2,4,7,52,Empty
1,20,5,2,33,Empty
1,20,5,5,42,Empty
1,13,5,14,28,Occupied
1,13,5,15,53,Empty
1,13,5,16,35,Empty
1,13,5,16,41,Empty
1,13,5,16,54,Empty
1,13,5,17,8,Empty
2,8,3,19,10,Occupied
2,8,3,20,20,Occupied
2,8,3,20,32,Empty
2,8,3,21,45,Empty
2,8,3,21,56,Occupied
2,8,3,22,12,Empty
2,8,3,22,31,Empty
2,9,4,0,11,Empty
3,16,4,8,11,Empty
3,4,6,12,23,Empty
3,1,3,12,42,Empty
3,1,3,13,9,Occupied
1,19,4,11,48,Empty
1,19,4,13,47,Empty
2,17,5,2,45,Empty
2,17,5,3,26,Occupied
2,12,0,19,25,Occupied
2,12,0,20,26,Occupied
2,12,0,20,48,Occupied
3,3,5,5,0,Empty
1,21,6,6,32,Empty
1,21,6,6,40,Empty
1,21,6,7,39,Empty
2,11,6,16,1,Occupied
2,11,6,16,24,Empty
2,11,6,16,46,Occupied
1,28,6,14,58,Empty
1,28,6,15,57,Occupied
1,28,6,16,3,Empty
1,28,6,16,33,Empty
2,15,3,0,59,Occupied
3,3,5,10,26,Empty
2,9,4,8,21,Empty
2,9,4,8,57,Empty
2,7,2,15,0,Occupied
2,7,2,16,1,Empty
2,7,2,16,7,Empty
2,7,2,16,13,Empty
2,7,2,17,0,Empty
1,7,6,9,39,Empty
1,7,6,9,51,Empty
1,7,6,11,40,Empty
1,7,6,13,41,Empty
1,7,6,15,6,Empty
1,7,6,16,13,Empty
1,6,5,21,56,Empty
1,6,5,22,36,Empty
1,7,6,0,29,Empty
2,9,4,9,40,Empty
2,9,4,10,13,Occupied
2,14,2,18,42,Occupied
3,2,4,8,34,Empty
3,2,4,8,59,Empty
1,23,1,22,33,Occupied
1,24,2,0,12,Empty
1,20,5,5,3,Empty
1,20,5,5,34,Empty
1,20,5,5,58,Empty
1,20,5,7,36,Empty
1,20,5,8,31,Empty
1,12,4,10,48,Occupied
2,13,1,5,31,Occupied
3,3,5,5,23,Empty
3,3,5,5,55,Empty
3,3,5,6,3,Empty
1,21,6,14,22,Occupied
1,21,6,15,1,Empty
1,21,6,16,8,Empty
2,14,2,11,19,Empty
2,12,0,15,24,Occupied
2,22,3,15,8,Empty
2,22,3,17,58,Occupied
3,1,3,13,14,Occupied
1,30,1,7,27,Empty
1,30,1,7,39,Empty
1,30,1,7,45,Empty
1,30,1,7,57,Empty
2,23,4,13,11,Occupied
2,15,3,6,26,Empty
1,5,4,17,23,Empty
2,23,4,17,39,Empty
2,23,4,17,57,Empty
2,23,4,19,15,Occupied
1,14,6,13,40,Empty
1,14,6,13,52,Empty
1,14,6,14,16,Empty
1,14,6,14,46,Empty
2,28,2,20,56,Empty
2,28,2,22,15,Empty
2,28,2,22,33,Empty
2,28,2,22,56,Empty
2,28,2,23,43,Occupied
3,1,3,0,44,Empty
2,15,3,9,32,Empty
2,8,3,8,35,Empty
2,8,3,10,0,Occupied
2,24,5,2,47,Empty
2,24,5,4,25,Empty
2,24,5,5,31,Empty
2,24,5,6,13,Empty
1,20,5,8,37,Empty
1,20,5,8,55,Empty
1,20,5,10,32,Empty
1,20,5,10,47,Occupied
3,15,3,8,8,Empty
3,15,3,8,26,Empty
3,15,3,8,32,Empty
3,15,3,9,9,Empty
2,13,1,6,18,Empty
2,13,1,6,44,Occupied
2,27,1,16,24,Empty
3,15,3,14,9,Empty
3,15,3,14,39,Empty
3,4,6,19,42,Occupied
3,4,6,20,53,Empty
3,4,6,22,35,Empty
1,27,5,20,18,Empty
1,22,0,16,27,Empty
1,22,0,17,25,Occupied
1,22,0,17,41,Empty
1,22,0,20,3,Empty
1,22,0,20,16,Empty
2,23,4,14,43,Empty
3,1,3,11,56,Empty
2,7,2,10,6,Empty
2,7,2,11,22,Occupied
1,20,5,22,44,Occupied
1,20,5,23,42,Empty
1,20,5,23,48,Empty
1,21,6,1,12,Occupied
1,21,6,2,15,Empty
1,21,6,2,38,Empty
1,20,5,20,25,Occupied
1,20,5,22,20,Occupied
1,20,5,22,55,Occupied
1,20,5,23,17,Empty
1,20,5,23,36,Empty
1,21,6,0,45,Occupied
3,16,4,8,5,Empty
2,6,1,22,13,Occupied
2,7,2,1,16,Empty
3,1,3,17,6,Empty
3,1,3,17,13,Empty
3,1,3,17,25,Occupied
2,28,2,9,24,Empty
1,12,4,22,26,Occupied
1,12,4,23,9,Occupied
1,12,4,23,14,Occupied
1,12,4,23,34,Occupied
1,12,4,23,49,Occupied
1,15,0,8,30,Empty
2,16,4,0,46,Empty
2,16,4,2,31,Empty
2,16,4,3,8,Empty
2,23,4,21,23,Empty
2,23,4,22,16,Empty
3,5,0,9,32,Empty
3,15,3,14,15,Empty
3,15,3,15,10,Empty
1,23,1,15,46,Empty
1,23,1,16,4,Occupied
1,23,1,16,20,Occupied
1,23,1,18,0,Occupied
2,22,3,21,9,Empty
2,22,3,21,39,Empty
2,22,3,23,31,Empty
2,22,3,23,53,Empty
2,15,3,15,54,Occupied
2,15,3,16,53,Occupied
2,15,3,17,25,Empty
3,1,3,4,15,Empty
2,13,1,10,25,Empty
2,13,1,10,43,Empty
2,13,1,10,56,Empty
2,13,1,11,24,Empty
2,13,1,12,19,Empty
2,13,1,12,49,Empty
2,13,1,13,1,Empty
2,14,2,6,33,Empty
2,14,2,6,40,Empty
2,11,6,11,35,Empty
3,6,1,12,21,Empty
3,6,1,8,25,Empty
1,14,6,17,35,Empty
1,14,6,17,47,Empty
1,14,6,18,21,Empty
1,14,6,19,46,Empty
1,22,0,9,47,Empty
1,26,4,23,40,Occupied
1,26,4,23,56,Occupied
1,27,5,0,1,Occupied
1,27,5,0,12,Empty
1,27,5,1,25,Occupied
1,27,5,2,57,Occupied
1,27,5,3,33,Empty
2,17,5,11,17,Empty
3,5,0,13,0,Occupied
3,5,0,14,3,Occupied
3,5,0,14,18,Occupied
3,5,0,14,35,Occupied
1,15,0,3,45,Empty
3,15,3,7,38,Empty
2,28,2,19,28,Occupied
2,28,2,20,44,Occupied
1,24,2,8,15,Empty
2,28,2,10,55,Empty
1,14,6,15,45,Empty
3,1,3,11,26,Empty
3,1,3,11,44,Empty
2,12,0,15,1,Empty
2,12,0,15,19,Occupied
2,12,0,16,6,Occupied
2,27,1,18,37,Empty
2,27,1,19,20,Empty
2,27,1,21,29,Empty
2,28,2,5,26,Empty
2,28,2,5,35,Empty
2,28,2,6,21,Empty
3,4,6,1,15,Occupied
3,4,6,3,15,Empty
1,28,6,0,24,Empty
1,28,6,0,31,Empty
1,28,6,1,36,Empty
1,28,6,3,16,Occupied
1,28,6,4,30,Empty
3,1,3,20,29,Empty
1,23,1,13,27,Occupied
1,23,1,13,39,Empty
2,15,3,10,26,Empty
2,15,3,10,39,Empty
2,15,3,13,14,Occupied
2,13,1,17,57,Empty
2,13,1,18,9,Empty
2,13,1,18,50,Occupied
1,13,5,21,24,Empty
1,13,5,21,36,Empty
1,13,5,22,7,Empty
1,13,5,23,43,Occupied
1,7,6,13,29,Empty
1,7,6,14,48,Empty
1,7,6,16,1,Empty
1,7,6,18,50,Empty
1,7,6,19,32,Empty
1,7,6,19,44,Empty
1,7,6,20,2,Empty
1,7,6,20,21,Empty
1,19,4,23,42,Empty
1,20,5,2,41,Empty
2,23,4,18,10,Empty
2,23,4,19,26,Occupied
2,10,5,15,36,Empty
2,10,5,15,53,Empty
2,10,5,16,11,Empty
2,10,5,16,28,Empty
2,10,5,16,40,Empty
2,10,5,18,44,Occupied
1,19,4,11,59,Empty
1,19,4,13,10,Empty
1,19,4,14,11,Empty
3,6,1,12,9,Empty
2,16,4,21,25,Empty
2,16,4,21,31,Occupied
2,16,4,21,36,Occupied
2,16,4,21,41,Occupied
2,16,4,22,4,Empty
2,16,4,22,29,Empty
2,16,4,22,41,Empty
2,16,4,23,12,Empty
2,16,4,23,58,Empty
2,17,5,0,21,Empty
1,15,0,2,35,Empty
2,14,2,7,0,Empty
2,14,2,7,25,Empty
2,12,0,21,5,Occupied
1,29,0,19,4,Occupied
1,29,0,19,10,Occupied
1,22,0,20,44,Occupied
1,22,0,21,0,Occupied
1,22,0,21,20,Occupied
1,22,0,22,5,Empty
1,22,0,22,39,Empty
1,14,6,18,5,Occupied
1,14,6,19,16,Empty
1,14,6,19,22,Empty
1,14,6,20,4,Empty
3,4,6,7,44,Empty
2,7,2,11,0,Empty
2,7,2,11,16,Occupied
2,7,2,11,39,Empty
2,7,2,12,50,Empty
2,7,2,13,2,Occupied
3,15,3,22,43,Empty
1,29,0,11,47,Empty
1,26,4,20,51,Occupied
2,15,3,23,0,Occupied
2,15,3,23,12,Empty
2,15,3,23,29,Occupied
2,16,4,0,58,Empty
3,2,4,9,5,Empty
3,2,4,9,17,Empty
1,30,1,9,34,Empty
1,30,1,10,41,Empty
2,15,3,23,24,Occupied
2,28,2,7,35,Empty
2,28,2,8,11,Empty
2,7,2,10,31,Empty
1,21,6,20,17,Occupied
1,21,6,20,54,Occupied
1,21,6,21,19,Empty
1,21,6,21,43,Empty
1,21,6,22,50,Empty
1,21,6,23,56,Occupied
1,22,0,2,12,Empty
1,24,2,3,55,Empty
1,14,6,20,16,Empty
1,14,6,22,2,Empty
1,14,6,23,2,Empty
3,15,3,6,31,Empty
1,21,6,11,18,Occupied
1,21,6,11,35,Occupied
3,2,4,1,9,Empty
3,2,4,1,24,Empty
3,2,4,3,30,Empty
3,2,4,3,52,Empty
1,20,5,13,22,Empty
1,20,5,13,28,Empty
1,20,5,14,33,Empty
1,20,5,15,48,Empty
3,2,4,6,6,Empty
3,1,3,6,10,Empty
3,1,3,6,35,Empty
1,7,6,6,18,Empty
1,7,6,6,30,Empty
1,7,6,8,2,Empty
1,7,6,8,14,Empty
1,7,6,10,15,Empty
1,7,6,10,21,Empty
1,7,6,10,39,Empty
1,7,6,11,52,Empty
1,7,6,12,23,Empty
1,22,0,9,10,Empty
2,17,5,2,10,Empty
2,17,5,4,4,Empty
2,15,3,9,20,Empty
2,27,1,11,51,Occupied
2,27,1,13,25,Empty
2,11,6,10,53,Empty
2,11,6,11,29,Empty
2,23,4,14,31,Empty
2,14,2,8,12,Occupied
2,14,2,11,1,Empty
1,14,6,18,52,Empty
2,23,4,8,32,Empty
3,2,4,23,17,Empty
2,23,4,13,34,Empty
2,23,4,14,13,Empty
1,22,0,1,15,Empty
1,22,0,2,20,Empty
1,22,0,2,52,Empty
1,22,0,4,34,Empty
2,15,3,7,43,Empty
2,15,3,7,55,Empty
2,15,3,9,26,Empty
2,13,1,12,7,Empty
2,13,1,12,43,Empty
2,15,3,21,22,Empty
2,15,3,22,33,Empty
2,15,3,22,39,Empty
3,2,4,4,44,Empty
3,2,4,4,59,Empty
3,2,4,5,29,Empty
3,2,4,5,51,Empty
3,2,4,5,58,Empty
1,19,4,12,11,Empty
1,19,4,12,40,Empty
1,19,4,13,16,Empty
1,19,4,13,59,Empty
1,19,4,14,29,Empty
1,23,1,2,33,Empty
1,23,1,2,49,Occupied
1,23,1,4,14,Empty
1,29,0,23,34,Empty
1,19,4,14,17,Empty
1,19,4,15,0,Empty
1,19,4,16,47,Empty
2,17,5,11,29,Empty
2,17,5,11,47,Empty
1,14,6,2,46,Empty
1,14,6,3,5,Empty
1,23,1,10,6,Empty
1,23,1,10,55,Empty
3,14,2,16,27,Empty
1,28,6,15,4,Empty
1,28,6,15,33,Empty
1,28,6,15,45,Empty
2,10,5,2,47,Empty
2,10,5,3,50,Empty
2,10,5,6,23,Empty
2,10,5,7,18,Empty
3,15,3,6,7,Empty
2,7,2,17,42,Empty
2,7,2,18,24,Occupied
2,7,2,18,46,Empty
3,3,5,6,36,Empty
2,8,3,6,15,Empty
2,8,3,7,17,Empty
2,8,3,7,29,Empty
2,8,3,7,47,Empty
