Temperature,Humidity,Light,Outlook,Outside_UV,Outside_Temp,Outside_Humidity,Month,Day,WeekDay,Hour,Occupancy
13,75,0,6,0,8.3,97,1,22,1,7,0
12,69,2,5,0,4.6,96,3,6,2,3,1
12,68,0,5,0,4.3,98,3,6,2,5,0
12,68,0,5,0,2.8,99,3,6,2,6,0
12,68,0,5,0,2.7,99,3,6,2,6,0
12,68,0,2,0,2.8,99,3,6,2,7,0
12,68,0,2,0,2.9,99,3,6,2,7,0
13,68,1,4,2,6.1,95,3,6,2,9,0
10,67,0,0,0,1,87,2,13,2,23,0
10,62,0,0,0,-1.6,96,2,14,3,1,0
10,61,0,0,0,-1.9,97,2,14,3,3,0
7,45,0,5,0,-2.5,49,2,28,3,18,0
7,48,0,4,0,-3,53,2,28,3,19,1
13,69,2,0,1,6.6,72,1,19,5,11,0
10,71,0,6,0,6.1,98,2,14,3,15,0
10,70,0,6,0,6.2,98,2,14,3,15,0
10,71,0,6,0,6.2,98,2,14,3,15,0
9,62,0,1,0,-0.7,84,3,2,5,3,0
10,67,1,0,1,6,54,2,23,5,14,0
10,67,2,0,1,6,54,2,23,5,15,0
10,69,0,6,1,4.9,93,2,14,3,11,0
10,69,0,6,1,4.9,93,2,14,3,11,0
10,69,0,6,1,5,93,2,14,3,12,0
9,66,0,5,0,5.4,75,2,14,3,6,0
10,68,0,5,0,6,78,2,14,3,8,0
11,68,0,5,0,3.5,83,2,9,5,7,0
11,68,0,5,0,3.1,83,2,9,5,7,0
12,69,2,5,2,8.9,78,3,6,2,15,1
12,72,0,4,0,6.3,85,1,26,5,20,1
13,75,0,6,0,8.1,97,1,22,1,8,0
,,2,5,1,7.4,55,2,22,4,14,1
11,67,1,5,1,7.3,58,2,22,4,15,1
11,67,2,5,1,6.9,60,2,22,4,15,1
12,78,0,6,0,10.2,98,1,15,1,9,0
12,78,0,6,0,10.2,98,1,15,1,9,0
12,79,0,6,1,10.2,98,1,15,1,10,0
12,78,0,6,1,10.3,98,1,15,1,10,0
12,81,0,4,1,10.4,97,1,15,1,10,0
14,72,1,5,1,11,73,1,22,1,13,1
14,79,0,5,0,4.6,96,1,5,5,17,0
15,81,2,1,0,4.9,94,1,5,5,19,0
6,54,0,1,1,-3.6,79,3,1,4,10,0
7,56,2,7,1,-3.5,91,3,1,4,13,0
7,55,1,7,1,-3.6,93,3,1,4,14,0
7,57,1,7,1,-3.7,93,3,1,4,15,0
7,57,1,7,1,-3.6,93,3,1,4,15,0
9,59,1,0,1,7.5,51,2,24,6,14,0
9,58,1,0,1,7.6,52,2,24,6,15,0
9,58,0,0,1,6.7,53,2,24,6,16,0
9,61,0,1,0,-0.5,84,3,2,5,5,0
10,71,2,4,0,4.2,97,3,3,6,18,1
10,71,2,4,0,4.1,97,3,3,6,19,0
11,69,0,0,0,5.9,94,3,4,7,18,0
11,70,0,0,0,5.8,95,3,4,7,18,0
12,71,2,5,0,6,93,3,4,7,19,1
12,70,2,4,0,6.1,93,3,4,7,20,0
12,69,0,4,0,6.2,92,3,4,7,20,0
12,70,0,4,0,6.2,92,3,4,7,20,0
12,71,0,6,0,5,98,1,21,7,9,0
12,73,0,6,1,7.4,99,1,21,7,12,0
12,73,0,6,1,7.6,99,1,21,7,12,0
12,73,0,1,1,8.7,99,1,21,7,13,0
11,70,0,6,0,6.9,97,2,9,5,2,0
11,71,0,1,0,7.1,97,2,9,5,3,0
10,71,0,6,0,6.3,98,2,14,3,15,1
10,72,2,6,0,7.3,98,2,14,3,18,1
10,76,2,6,0,7.6,98,2,14,3,19,1
11,67,2,5,2,4.4,77,2,9,5,10,0
10,61,0,0,0,-1.8,90,2,23,5,7,0
14,76,0,1,1,10.9,89,1,29,1,11,0
14,76,1,1,1,11,89,1,29,1,12,0
9,61,0,0,1,0.5,72,2,7,3,9,0
9,65,2,5,1,4.2,53,2,6,2,14,1
9,63,1,5,1,3.5,53,2,6,2,15,0
9,62,2,5,1,3.9,54,2,6,2,15,0
9,61,0,5,0,3.3,56,2,6,2,16,0
9,60,0,5,0,2.9,58,2,6,2,16,0
9,62,0,5,0,2.6,60,2,6,2,16,0
9,63,0,5,0,2.4,62,2,6,2,17,1
9,65,0,5,0,2,68,2,6,2,18,1
13,69,2,0,1,8.7,71,2,15,4,10,0
13,69,2,0,2,8.9,70,2,15,4,10,1
7,57,1,7,1,-3.7,94,3,1,4,14,0
7,57,1,7,1,-3.6,93,3,1,4,15,0
7,59,0,7,0,-3.5,93,3,1,4,16,1
12,68,2,0,0,6,96,3,5,1,3,1
11,67,1,0,1,4,77,2,9,5,9,1
11,67,1,6,1,4.3,81,2,9,5,11,0
12,76,0,6,1,8.8,96,1,20,6,13,0
12,76,1,6,1,9,96,1,20,6,15,1
12,76,0,1,0,10.4,89,1,20,6,16,0
12,76,0,4,0,10.2,88,1,20,6,16,0
12,76,0,4,0,10.1,88,1,20,6,17,0
13,75,0,6,0,10.2,99,1,23,2,8,0
11,67,0,0,1,0.6,97,2,16,5,8,0
11,66,1,0,1,4.1,88,2,16,5,9,0
8,52,2,4,2,-0.4,43,2,28,3,13,0
8,52,1,4,2,-0.3,36,2,28,3,13,0
15,82,0,1,0,11,94,1,23,2,22,1
15,78,0,1,0,10.9,92,1,23,2,23,1
15,77,0,1,0,11,93,1,23,2,23,1
11,70,2,5,2,9.1,86,3,4,7,13,1
11,70,1,4,2,9.3,83,3,4,7,14,0
11,70,2,4,2,9.9,82,3,4,7,14,0
12,72,0,5,0,8.2,93,2,15,4,6,0
12,73,0,0,0,7.9,93,2,15,4,6,0
12,73,0,0,0,7.9,92,2,15,4,7,0
13,71,0,0,1,7.6,87,2,15,4,8,0
13,71,0,0,1,7.5,86,2,15,4,8,0
11,66,0,0,0,5.2,78,2,13,2,18,1
11,66,0,0,0,4.4,76,2,13,2,18,1
13,73,2,5,1,11.6,80,3,15,4,16,0
13,72,0,4,0,9.2,87,3,15,4,17,1
12,68,1,5,1,4.5,98,2,17,6,9,0
12,68,1,5,1,5.8,96,2,17,6,10,0
12,68,1,5,1,6,95,2,17,6,10,0
11,68,2,5,1,6.3,93,2,17,6,10,0
10,57,0,5,0,0.2,83,2,23,5,2,0
10,57,0,5,0,-0.3,87,2,23,5,3,0
10,57,0,5,0,-0.4,87,2,23,5,4,0
11,67,2,0,0,0.1,89,2,10,6,0,1
11,66,2,0,0,-0.1,87,2,10,6,1,1
12,64,0,0,0,0.1,91,2,10,6,4,0
13,68,1,5,1,7.8,67,1,19,5,12,1
11,71,2,1,0,7.3,84,2,8,4,19,0
11,70,2,1,0,7.3,83,2,8,4,20,1
11,71,2,1,0,7.4,84,2,8,4,21,0
11,71,2,1,0,7.5,80,2,8,4,21,0
13,74,0,4,0,9.8,98,2,10,6,22,1
13,74,0,4,0,9.9,98,2,10,6,23,1
13,74,0,5,0,9.9,97,2,10,6,23,0
13,72,0,5,0,9.9,94,2,11,7,0,0
14,79,2,1,0,4.9,95,1,5,5,18,0
16,81,2,4,0,4.9,96,1,5,5,19,0
16,81,2,6,0,5.7,94,1,5,5,20,0
17,77,2,6,0,5.7,94,1,5,5,20,1
12,70,0,0,0,4.2,88,1,19,5,21,0
12,70,0,5,0,4.2,88,1,19,5,22,0
12,69,2,5,0,4.3,89,1,19,5,23,1
12,69,0,1,0,5,88,1,20,6,0,0
12,69,0,1,0,5,88,1,20,6,1,0
11,67,0,0,1,2.9,80,2,9,5,9,0
11,67,0,0,1,3.2,79,2,9,5,9,0
13,77,0,4,1,10.9,96,1,28,7,15,0
13,77,0,4,1,10.7,96,1,28,7,15,0
10,64,0,0,1,5.1,59,2,23,5,16,0
10,63,0,0,0,4,62,2,23,5,17,0
11,67,0,5,1,6.9,56,2,22,4,16,1
11,67,2,5,1,6.5,56,2,22,4,16,1
11,67,1,5,1,6.4,61,2,22,4,16,1
11,67,2,5,0,4.6,65,2,22,4,17,1
14,79,0,6,0,6,90,1,5,5,16,0
12,78,0,5,0,9.5,87,1,15,1,16,0
12,76,0,5,0,8.1,84,1,15,1,17,0
12,75,0,5,0,7.8,83,1,15,1,17,0
12,74,2,5,0,7.3,86,1,15,1,19,0
12,74,2,5,0,7.2,88,1,15,1,19,0
8,52,2,4,2,-0.6,46,2,28,3,12,0
12,63,0,5,0,0.3,90,2,10,6,4,0
12,63,0,5,0,0.5,92,2,10,6,5,0
12,62,0,5,0,1.2,92,2,10,6,6,0
12,62,0,0,0,3.2,89,2,10,6,7,0
12,70,0,5,1,5.7,98,3,5,1,8,0
12,70,0,5,1,5.8,98,3,5,1,8,0
12,70,0,5,2,6.1,97,3,5,1,9,0
9,56,2,0,2,4.8,54,2,24,6,11,0
9,58,2,0,2,5.5,55,2,24,6,12,1
9,58,2,0,2,5.7,54,2,24,6,12,1
9,57,2,0,2,6.3,55,2,24,6,13,0
9,61,0,0,0,0.2,77,2,7,3,7,0
9,62,0,1,1,-0.8,87,3,2,5,12,0
9,61,1,1,1,-0.8,89,3,2,5,13,1
8,64,2,7,0,-2.2,91,3,1,4,19,1
8,64,2,7,0,-2,91,3,1,4,20,1
8,66,2,7,0,-1.6,91,3,1,4,21,1
8,65,2,7,0,-1.4,91,3,1,4,21,1
9,64,2,7,0,-1.4,91,3,1,4,21,0
9,61,1,0,1,1.8,65,2,7,3,9,0
9,61,1,0,1,2.4,63,2,7,3,10,0
9,59,1,0,1,3.1,68,2,7,3,10,0
14,79,0,4,0,9.9,95,1,28,7,21,0
14,78,0,4,0,9.8,95,1,28,7,22,1
11,57,0,0,0,0,78,2,22,4,23,1
9,63,0,7,1,-0.5,85,3,2,5,8,0
9,63,0,7,1,-0.5,84,3,2,5,8,0
11,72,0,1,0,6.1,83,1,13,6,1,0
11,72,0,1,0,6,82,1,13,6,1,0
11,75,2,1,0,6.8,90,1,12,5,20,1
12,77,2,1,0,7.1,86,1,12,5,22,0
13,73,0,4,0,7.5,98,3,15,4,6,0
9,69,2,6,2,4.8,90,3,3,6,12,0
9,69,0,1,1,4.7,91,3,3,6,13,0
12,68,0,1,1,7.3,95,2,10,6,11,0
12,68,0,1,1,7.3,95,2,10,6,11,0
12,75,0,6,1,7.9,97,2,10,6,14,0
12,71,0,1,0,8.2,98,2,10,6,15,0
13,72,0,6,1,8.8,98,1,27,6,13,0
13,72,0,1,1,9.7,98,1,27,6,14,0
13,74,0,1,0,10.4,99,1,27,6,16,0
13,74,2,1,0,10.3,99,1,27,6,17,0
13,75,2,1,0,10.4,99,1,27,6,18,0
9,63,2,7,0,-1,90,3,1,4,22,0
9,63,2,1,0,-1.1,90,3,1,4,23,1
14,77,2,0,0,1.4,84,1,7,7,7,0
14,77,2,5,1,2.8,83,1,7,7,9,0
14,76,2,1,0,10.4,98,1,27,6,21,0
14,76,2,4,0,10.3,98,1,27,6,22,0
14,76,0,5,0,10.6,96,1,28,7,1,0
14,76,0,5,0,10.6,96,1,28,7,1,0
11,74,0,4,0,7,87,1,13,6,18,0
11,74,0,4,0,6.9,88,1,13,6,18,0
11,73,0,4,0,6.9,87,1,13,6,19,0
12,72,0,1,0,6,83,1,14,7,0,1
12,72,0,1,0,6,85,1,14,7,0,1
11,72,0,1,0,5.8,86,1,14,7,1,0
13,68,0,0,0,6.8,81,2,11,7,2,0
13,66,0,5,0,5.5,75,2,11,7,4,0
13,69,2,5,0,5.7,97,3,5,1,23,1
13,70,2,5,0,5.4,97,3,6,2,0,0
13,68,2,5,0,4.8,95,3,6,2,2,1
11,74,0,6,0,8.7,97,1,15,1,6,0
11,74,0,6,0,8.8,97,1,15,1,6,0
11,74,0,6,0,9.1,98,1,15,1,7,0
11,75,0,6,0,9.2,98,1,15,1,7,0
11,74,0,6,0,9.3,98,1,15,1,7,0
16,76,2,4,1,3.7,91,1,6,6,12,0
15,78,2,4,1,4.3,90,1,6,6,13,0
15,78,2,4,1,4.8,87,1,6,6,14,0
14,81,2,4,1,4.8,87,1,6,6,14,0
15,78,2,4,0,4.7,88,1,6,6,15,0
14,82,2,4,0,4.7,89,1,6,6,16,0
14,88,2,4,0,4.7,88,1,6,6,17,0
9,55,0,0,0,4.1,57,2,7,3,16,0
9,57,0,0,0,3.8,59,2,7,3,16,1
9,59,0,0,0,3.3,60,2,7,3,17,1
9,61,0,0,0,3.1,60,2,7,3,17,0
9,62,0,0,0,3,60,2,7,3,17,1
11,69,2,2,0,3.4,99,3,3,6,23,1
11,70,2,1,0,3.8,99,3,3,6,23,1
12,68,2,1,0,4.1,99,3,4,7,0,1
10,60,2,0,1,8.5,55,2,12,1,14,1
10,72,2,6,0,7.2,98,2,14,3,17,1
10,72,2,6,0,7.3,98,2,14,3,18,1
11,67,0,5,2,7.2,92,3,4,7,9,0
14,71,0,4,0,4.3,93,1,26,5,22,1
11,67,2,5,0,5.1,82,2,12,1,22,0
11,67,2,5,0,5,86,2,12,1,23,0
11,67,1,5,0,4.6,83,2,12,1,23,0
11,67,2,5,0,5.3,82,2,13,2,0,1
11,66,2,5,2,5.2,72,2,9,5,12,0
11,67,2,5,2,5.2,71,2,9,5,12,1
11,65,2,0,0,2.1,80,2,13,2,22,1
11,65,2,0,0,1.8,82,2,13,2,22,0
11,66,2,0,0,1.7,82,2,13,2,22,1
10,67,0,0,0,1.4,84,2,13,2,23,0
10,67,0,0,0,1.1,86,2,13,2,23,0
10,65,0,0,0,0.4,89,2,13,2,23,0
10,64,0,0,0,-1.3,95,2,14,3,1,0
10,64,0,0,0,-1.3,95,2,14,3,1,0
10,62,0,0,0,-2,97,2,14,3,2,0
11,74,0,1,0,7,87,1,13,6,18,0
11,73,0,4,0,6.9,87,1,13,6,19,0
10,70,0,4,1,5.3,96,2,14,3,13,0
10,70,0,6,1,5.8,96,2,14,3,14,0
14,79,0,4,0,10.9,96,1,23,2,19,0
14,79,0,4,0,10.7,96,1,23,2,20,1
14,80,0,4,0,10.5,96,1,23,2,20,0
15,79,0,4,0,10.5,96,1,23,2,21,1
15,79,0,1,0,10.5,96,1,23,2,21,1
15,81,0,1,0,10.8,93,1,23,2,22,1
15,79,0,1,0,11,94,1,23,2,22,1
9,56,0,0,1,-0.6,77,2,24,6,8,0
13,73,0,6,0,8.3,89,3,14,3,21,0
13,73,0,6,0,7.9,91,3,14,3,21,0
7,48,0,4,0,-3.1,55,2,28,3,19,1
8,50,0,5,0,-3.4,61,2,28,3,20,0
8,49,0,5,0,-3.5,62,2,28,3,20,1
8,48,0,4,0,-3.5,63,2,28,3,21,0
7,48,0,4,0,-3.6,70,2,28,3,22,1
7,46,0,4,0,-3.7,71,2,28,3,22,0
7,45,0,4,0,-3.7,66,2,28,3,22,0
9,68,2,6,2,3.6,93,3,3,6,10,0
9,68,2,4,3,4.1,91,3,3,6,10,0
9,68,2,6,2,4.2,91,3,3,6,10,0
9,68,2,6,3,4.3,90,3,3,6,10,0
9,68,2,6,2,4.5,91,3,3,6,11,0
9,69,2,6,2,4.4,90,3,3,6,12,0
13,73,2,6,0,7.5,93,3,14,3,23,1
11,75,2,4,1,8,91,1,12,5,13,0
16,79,2,5,1,8.5,74,1,5,5,11,1
12,73,0,4,0,8.8,97,2,15,4,4,0
10,71,0,6,0,6.5,98,2,14,3,16,0
10,71,0,6,0,6.6,98,2,14,3,16,0
10,71,0,6,0,6.8,98,2,14,3,17,0
10,71,0,6,0,6.9,98,2,14,3,17,1
10,71,2,6,0,7.2,98,2,14,3,17,1
10,65,2,0,1,6.1,55,2,23,5,15,0
13,74,0,6,0,9.2,98,1,23,2,6,0
10,69,0,1,1,7.3,88,2,8,4,14,0
10,70,0,1,0,7.7,86,2,8,4,16,0
10,70,0,1,0,7.6,85,2,8,4,16,0
11,67,2,5,1,6.1,71,2,13,2,16,0
11,66,0,5,0,5.7,72,2,13,2,17,0
14,74,2,4,2,9.7,91,3,16,5,9,0
10,65,2,5,2,3,64,2,23,5,10,0
10,65,2,5,2,3.1,64,2,23,5,10,1
10,66,2,5,2,3.3,64,2,23,5,11,0
14,73,2,1,0,8.2,97,3,15,4,23,1
14,73,2,1,0,8.2,97,3,15,4,23,0
11,75,2,4,1,8.4,89,1,12,5,13,0
11,75,2,4,1,8.2,89,1,12,5,13,0
11,69,1,1,1,6.7,72,1,14,7,14,0
11,70,0,1,1,6.6,73,1,14,7,15,0
11,69,0,1,1,6.4,73,1,14,7,15,0
11,70,0,1,0,5.8,79,1,14,7,16,0
13,68,0,4,1,8.9,79,3,6,2,14,0
13,75,0,1,0,10,89,1,29,1,7,0
10,76,0,4,0,7.5,94,1,12,5,16,0
11,66,2,0,0,0.1,87,2,10,6,1,1
12,69,0,0,0,3.6,87,1,19,5,19,0
12,70,0,0,0,3.9,87,1,19,5,21,0
12,70,0,5,0,4.3,88,1,19,5,22,0
11,70,0,6,0,6.1,97,1,20,6,6,0
11,72,0,1,0,6.4,97,1,20,6,8,0
12,72,0,1,1,6.6,97,1,20,6,9,0
14,76,0,5,0,10.2,97,1,28,7,1,0
13,74,0,5,0,9.2,98,1,28,7,3,0
11,74,0,4,1,7.7,88,1,13,6,13,0
11,74,0,4,1,7.1,88,1,13,6,14,0
11,74,0,4,0,7.1,89,1,13,6,14,0
11,74,0,1,0,6.9,88,1,13,6,16,0
9,65,0,1,0,2.8,95,3,3,6,5,0
9,67,0,1,0,2.6,96,3,3,6,6,0
9,68,0,3,0,2.7,96,3,3,6,7,0
9,68,0,6,1,3.2,96,3,3,6,9,0
9,68,2,6,2,3.3,95,3,3,6,9,0
9,68,2,1,2,4.5,91,3,3,6,11,0
12,72,2,6,0,6.2,94,3,4,7,19,1
8,53,0,0,0,-5,88,2,27,2,23,0
8,52,0,0,0,-5.1,88,2,28,3,0,0
8,52,2,0,0,-5.5,89,2,28,3,1,1
10,68,1,0,2,5.1,58,2,23,5,13,1
10,68,2,0,2,5.5,57,2,23,5,13,1
9,71,1,6,2,4.8,92,3,3,6,15,0
9,72,2,6,1,4.8,93,3,3,6,15,1
10,71,0,1,0,4.3,97,3,3,6,17,0
10,71,0,1,0,4.3,97,3,3,6,17,1
12,70,0,4,0,6.3,89,2,16,5,23,0
12,70,0,4,0,6.3,90,2,16,5,23,0
12,69,0,4,0,6.5,89,2,17,6,0,0
12,69,0,4,0,6.2,92,2,17,6,1,0
9,55,2,0,2,4.5,54,2,24,6,11,0
9,55,1,0,2,5,54,2,24,6,11,1
13,73,0,4,0,9.3,79,3,14,3,19,0
8,64,2,7,0,-3.1,93,3,1,4,18,1
9,62,0,1,0,-0.8,92,3,2,5,16,1
9,63,0,1,0,-0.8,93,3,2,5,17,0
9,63,0,1,0,-0.7,93,3,2,5,17,0
10,65,0,4,1,5.2,81,2,8,4,9,0
10,67,1,4,1,6.5,79,2,8,4,10,0
10,68,2,4,2,7.4,78,2,8,4,11,1
10,68,2,4,2,7.6,80,2,8,4,11,1
10,69,2,4,2,7.5,80,2,8,4,11,0
14,74,2,1,0,8,97,3,15,4,22,0
14,79,2,6,0,4.9,94,1,5,5,18,0
13,73,0,4,0,9.5,79,3,14,3,17,0
13,73,0,4,0,9.4,81,3,14,3,17,0
10,70,0,6,1,5.6,96,2,14,3,14,0
10,70,0,6,1,5.8,96,2,14,3,14,0
12,78,0,6,0,10.2,98,1,15,1,9,0
13,70,0,4,0,9.3,77,1,22,1,16,0
13,70,0,4,0,9.2,77,1,22,1,17,1
13,71,0,4,0,8.9,77,1,22,1,18,1
12,68,0,0,0,0,99,1,30,2,5,0
12,69,0,2,0,-0.3,99,1,30,2,8,0
11,66,2,0,0,3.1,77,2,13,2,20,1
11,66,2,0,0,2.3,79,2,13,2,21,1
11,66,2,0,0,2.2,79,2,13,2,21,1
9,57,0,0,0,5.2,55,2,24,6,17,1
9,58,0,0,0,4.7,56,2,24,6,17,0
14,75,0,0,0,5.9,97,1,29,1,20,1
11,67,2,5,1,6.8,75,2,13,2,14,1
11,72,0,1,0,6.8,84,1,13,6,8,0
11,73,0,4,1,7.6,84,1,13,6,10,0
12,79,1,4,1,10.7,96,1,15,1,11,0
12,71,2,4,1,8.5,83,1,30,2,14,0
12,72,2,4,1,8.1,85,1,30,2,14,1
12,74,2,1,1,8.2,87,1,30,2,15,1
12,75,2,1,0,8.1,88,1,30,2,16,1
12,75,2,1,0,8.1,88,1,30,2,16,0
12,74,2,1,0,9.4,98,2,10,6,18,1
13,74,2,1,0,9.3,99,2,10,6,19,1
14,76,2,1,0,9.4,98,2,10,6,21,1
14,77,2,0,0,2.2,84,1,7,7,8,0
15,75,2,0,1,2.5,84,1,7,7,9,0
13,77,2,5,1,4.7,77,1,7,7,11,0
13,78,2,5,1,5.1,74,1,7,7,12,0
13,78,2,5,1,5.8,70,1,7,7,13,0
13,77,2,5,1,5.9,69,1,7,7,13,0
13,77,0,0,1,5,70,1,7,7,14,0
12,77,2,0,0,5,67,1,7,7,15,1
15,75,2,0,0,4.7,65,1,7,7,16,0
13,73,0,4,0,9.3,81,3,14,3,17,0
9,63,1,5,1,4.4,53,2,6,2,14,0
9,58,0,5,1,3.7,52,2,6,2,16,0
9,63,0,5,0,2.4,62,2,6,2,17,0
9,63,0,5,0,2.3,63,2,6,2,17,0
12,75,0,4,0,9.7,99,2,14,3,23,1
12,74,0,4,0,8.7,98,2,15,4,1,0
13,76,1,5,1,8.1,94,1,22,1,9,0
13,75,0,0,1,8.3,93,1,22,1,9,0
13,75,0,0,1,8.5,93,1,22,1,9,0
13,73,0,4,1,7.8,98,3,15,4,7,0
13,75,1,4,1,10.3,84,1,22,1,12,0
13,77,1,4,1,10.2,84,1,22,1,12,0
13,78,1,4,1,10,83,1,22,1,12,1
14,77,0,5,1,10.2,78,1,22,1,12,1
9,65,0,1,0,2.5,95,3,3,6,4,0
9,65,0,1,0,2.5,96,3,3,6,4,0
9,68,0,1,1,2.7,96,3,3,6,7,0
9,68,0,6,1,3.1,96,3,3,6,8,0
12,68,0,4,0,4,96,2,17,6,2,1
12,68,1,4,0,3.9,96,2,17,6,3,1
12,68,2,4,0,2.6,98,2,17,6,4,0
11,67,0,2,0,1.4,99,2,17,6,6,0
11,67,0,2,0,1.2,99,2,17,6,6,0
11,68,0,2,0,0.7,99,2,17,6,7,0
9,62,0,1,0,-0.8,93,3,2,5,17,1
9,63,0,1,0,-0.6,93,3,2,5,18,0
9,63,0,1,0,-0.5,93,3,2,5,18,0
11,68,2,5,0,3.6,85,2,12,1,20,1
11,67,2,6,0,5.4,77,2,12,1,22,1
11,67,2,5,0,5.3,78,2,12,1,22,1
11,67,2,5,0,5.2,81,2,12,1,22,1
11,67,2,5,0,5.1,82,2,12,1,23,1
10,62,0,5,0,-2.1,98,2,14,3,4,0
10,62,0,4,0,-1.9,99,2,14,3,4,0
10,62,0,4,0,-0.8,99,2,14,3,4,0
14,70,0,5,0,3.5,95,1,27,6,0,1
14,69,0,5,0,2.8,97,1,27,6,0,1
14,67,0,5,0,2.7,96,1,27,6,2,1
13,67,2,0,2,10.4,52,2,15,4,13,0
13,70,1,0,2,10.4,53,2,15,4,13,0
13,66,1,0,1,10.4,58,2,15,4,13,0
13,68,1,6,1,8.4,72,2,15,4,15,1
13,86,0,5,0,2.5,97,1,6,6,8,0
13,86,0,5,0,2.4,97,1,6,6,8,0
13,73,0,5,0,8.9,91,1,23,2,0,0
13,74,0,5,0,9.3,88,1,23,2,1,0
13,74,0,5,0,9.5,92,1,23,2,2,0
13,74,0,4,0,9.5,93,1,23,2,2,1
13,66,0,6,0,4.8,91,2,13,2,8,0
12,69,0,0,0,3.6,86,1,19,5,20,0
12,70,0,0,0,3.6,87,1,19,5,21,0
12,70,0,0,0,4.1,88,1,19,5,21,0
12,70,0,0,0,4.2,88,1,19,5,21,0
12,70,0,0,0,4.2,88,1,19,5,22,0
12,69,0,5,0,4.3,89,1,19,5,23,0
12,69,0,1,0,4.8,89,1,20,6,0,0
14,75,0,1,0,10,90,1,29,1,8,0
14,75,0,1,0,10,90,1,29,1,8,0
14,75,0,1,1,10,91,1,29,1,9,0
13,69,2,0,2,10.5,52,2,15,4,13,1
13,62,2,0,2,10.5,55,2,15,4,13,0
14,76,0,6,0,10.8,99,1,23,2,8,0
14,76,0,1,1,11.1,99,1,23,2,9,0
14,76,0,1,1,11.3,99,1,23,2,10,0
14,76,0,6,1,11.3,99,1,23,2,10,0
10,59,0,5,0,0.6,85,2,8,4,1,0
10,58,0,5,0,-0.5,91,2,8,4,3,0
10,58,0,5,0,-0.3,92,2,8,4,5,0
13,73,0,4,1,7.7,98,3,15,4,7,0
9,61,0,1,1,-0.8,89,3,2,5,15,0
9,61,0,1,1,-0.9,89,3,2,5,15,0
9,62,0,1,0,-0.8,90,3,2,5,16,0
15,78,0,5,1,9.1,73,1,5,5,13,0
11,70,1,1,1,5.2,80,1,14,7,10,0
11,70,1,1,1,5.5,79,1,14,7,11,0
11,70,2,1,1,6.4,73,1,14,7,12,0
14,79,0,4,0,11,96,1,23,2,19,1
15,79,0,1,0,10.7,95,1,23,2,21,0
15,81,0,1,0,10.8,94,1,23,2,21,1
15,80,0,1,0,11,93,1,23,2,22,1
15,79,0,1,0,11,94,1,23,2,22,1
12,69,0,1,0,6.5,88,2,17,6,0,0
11,68,2,0,0,1.1,86,2,9,5,23,1
11,66,0,0,0,0.3,87,2,10,6,1,1
13,73,0,5,1,9.7,79,3,14,3,16,0
13,73,0,4,0,9.5,79,3,14,3,17,0
13,72,0,4,0,9.5,80,3,14,3,17,0
13,73,0,4,0,9.3,80,3,14,3,18,0
14,79,0,1,0,10.4,94,1,28,7,20,0
14,79,0,1,0,10.4,94,1,28,7,20,0
14,78,0,4,0,9.9,96,1,28,7,21,0
14,75,0,1,1,10.2,90,1,29,1,9,0
14,76,1,1,1,10.8,89,1,29,1,11,0
9,56,1,0,2,3.5,56,2,24,6,11,0
9,59,2,0,2,6.6,54,2,24,6,13,0
9,57,2,0,2,6.9,54,2,24,6,13,0
9,57,1,0,2,7.1,53,2,24,6,14,1
8,52,1,5,2,-1.6,56,2,28,3,11,0
14,73,2,6,0,7.4,93,3,14,3,23,1
13,71,2,5,0,6,97,3,5,1,22,1
11,67,2,0,0,2.2,79,2,9,5,21,1
11,67,2,0,0,1.1,86,2,9,5,23,1
14,79,0,1,0,11.6,96,1,24,3,7,0
14,79,0,1,0,11.7,95,1,24,3,8,0
14,80,0,1,0,11.8,95,1,24,3,8,1
14,80,0,1,0,11.8,95,1,24,3,8,0
13,73,0,4,0,9.4,79,3,14,3,18,0
11,67,2,0,0,1.1,73,2,7,3,21,0
11,62,0,0,0,1,78,2,7,3,22,0
11,61,0,0,0,0.6,80,2,7,3,22,0
12,68,2,0,0,4.7,85,2,15,4,19,1
13,67,2,0,0,4.1,84,2,15,4,21,0
12,68,0,0,0,4.7,83,1,19,5,17,0
12,68,0,0,0,3.8,87,1,19,5,18,1
12,69,2,0,1,6.5,84,1,30,2,11,0
10,68,2,6,0,4.5,86,2,12,1,19,0
11,68,2,5,0,4.2,86,2,12,1,21,0
14,73,0,0,0,3.7,97,1,29,1,23,0
8,52,2,5,2,-0.2,37,2,28,3,14,0
8,53,1,5,2,0.2,38,2,28,3,14,0
10,68,0,6,1,4.8,84,2,14,3,9,0
10,69,0,6,1,4.7,90,2,14,3,10,0
10,69,0,6,1,4.8,92,2,14,3,11,0
10,69,0,6,1,4.9,93,2,14,3,11,0
13,76,1,5,1,7.9,94,1,22,1,9,0
13,75,2,5,1,9.7,87,1,22,1,11,0
12,70,1,4,2,6.8,93,3,5,1,12,1
8,62,2,7,0,-3,92,3,1,4,18,1
8,63,2,7,0,-2.8,91,3,1,4,19,0
8,63,2,7,0,-2.4,91,3,1,4,19,0
8,63,2,7,0,-2.3,91,3,1,4,19,1
8,66,2,7,0,-1.8,92,3,1,4,20,1
8,67,2,7,0,-1.8,92,3,1,4,20,1
13,66,0,6,1,7,92,2,10,6,10,1
